id,category
660,cs
661,math
662,math
663,math
664,math
665,stat
666,math
667,cs
668,physics
669,physics
670,stat
671,math
672,math
673,physics
674,cs
675,physics
676,math
677,stat
678,physics
679,stat
680,physics
681,math
682,physics
683,math
684,math
685,physics
686,cs
687,cs
688,stat
689,stat
690,stat
691,cs
692,math
693,physics
694,stat
695,stat
696,math
697,stat
698,math
699,cs
700,math
701,math
702,physics
703,stat
704,stat
705,cs
706,cs
707,cs
708,physics
709,cs
710,physics
711,cs
712,math
713,cs
714,physics
715,cs
716,math
717,cs
718,cs
719,math
720,math
721,cs
722,math
723,cs
724,cs
725,cs
726,math
727,math
728,math
729,stat
730,math
731,math
732,cs
733,math
734,cs
735,physics
736,cs
737,math
738,math
739,physics
740,stat
741,cs
742,cs
743,cs
744,stat
745,math
746,math
747,cs
748,stat
749,physics
750,cs
751,cs
752,physics
753,physics
754,math
755,cs
756,math
757,cs
758,math
759,math
760,stat
761,cs
762,cs
763,cs
764,math
765,cs
766,cs
767,cs
768,physics
769,math
770,stat
771,math
772,cs
773,math
774,stat
775,math
776,stat
777,stat
778,physics
779,physics
780,cs
781,stat
782,cs
783,physics
784,math
785,math
786,math
787,stat
788,cs
789,math
790,physics
791,stat
792,stat
793,physics
794,math
795,stat
796,stat
797,physics
798,math
799,cs
800,cs
801,physics
802,cs
803,cs
804,physics
805,stat
806,cs
807,math
808,cs
809,physics
810,stat
811,stat
812,stat
813,math
814,cs
815,math
816,stat
817,math
818,physics
819,cs
820,stat
821,math
822,cs
823,math
824,physics
825,stat
826,math
827,stat
828,stat
829,physics
830,stat
831,math
832,cs
833,stat
834,physics
835,cs
836,cs
837,cs
838,physics
839,cs
840,math
841,physics
842,physics
843,math
844,stat
845,math
846,physics
847,stat
848,math
849,cs
850,physics
851,cs
852,math
853,physics
854,cs
855,cs
856,cs
857,stat
858,math
859,cs
860,physics
861,cs
862,physics
863,physics
864,physics
865,math
866,physics
867,stat
868,stat
869,math
870,cs
871,physics
872,cs
873,math
874,stat
875,math
876,stat
877,cs
878,physics
879,math
880,cs
881,stat
882,physics
883,stat
884,cs
885,stat
886,math
887,physics
888,physics
889,cs
890,cs
891,math
892,cs
893,cs
894,math
895,stat
896,cs
897,math
898,physics
899,cs
900,math
901,stat
902,math
903,stat
904,physics
905,stat
906,stat
907,stat
908,cs
909,physics
910,cs
911,stat
912,stat
913,physics
914,physics
915,physics
916,cs
917,cs
918,stat
919,physics
920,physics
921,physics
922,math
923,cs
924,cs
925,physics
926,cs
927,physics
928,math
929,cs
930,cs
931,physics
932,stat
933,cs
934,cs
935,math
936,math
937,cs
938,math
939,math
940,math
941,stat
942,stat
943,cs
944,physics
945,cs
946,cs
947,cs
948,physics
949,cs
950,math
951,stat
952,stat
953,physics
954,cs
955,stat
956,cs
957,math
958,physics
959,stat
960,cs
961,math
962,math
963,math
964,math
965,cs
966,math
967,cs
968,physics
969,physics
970,math
971,math
972,stat
973,physics
974,stat
975,physics
976,cs
977,physics
978,physics
979,physics
980,cs
981,cs
982,stat
983,math
984,stat
985,physics
986,physics
987,cs
988,math
989,stat
990,physics
991,math
992,physics
993,math
994,math
995,cs
996,stat
997,math
998,math
999,stat
1000,stat
1001,physics
1002,physics
1003,physics
1004,cs
1005,math
1006,physics
1007,physics
1008,math
1009,math
1010,physics
1011,math
1012,math
1013,physics
1014,cs
1015,math
1016,stat
1017,math
1018,cs
1019,physics
1020,cs
1021,cs
1022,physics
1023,stat
1024,stat
1025,stat
1026,cs
1027,math
1028,physics
1029,cs
1030,physics
1031,stat
1032,physics
1033,stat
1034,math
1035,cs
1036,physics
1037,physics
1038,stat
1039,stat
1040,cs
1041,cs
1042,math
1043,cs
1044,physics
1045,math
1046,math
1047,math
1048,math
1049,stat
1050,physics
1051,physics
1052,cs
1053,physics
1054,physics
1055,math
1056,stat
1057,physics
1058,math
1059,physics
1060,physics
1061,stat
1062,cs
1063,math
1064,math
1065,cs
1066,cs
1067,cs
1068,cs
1069,stat
1070,math
1071,math
1072,physics
1073,physics
1074,physics
1075,cs
1076,math
1077,stat
1078,math
1079,physics
1080,stat
1081,cs
1082,cs
1083,cs
1084,cs
1085,cs
1086,math
1087,stat
1088,cs
1089,stat
1090,stat
1091,math
1092,stat
1093,stat
1094,cs
1095,physics
1096,math
1097,cs
1098,math
1099,cs
1100,stat
1101,cs
1102,physics
1103,cs
1104,math
1105,physics
1106,math
1107,stat
1108,cs
1109,math
1110,physics
1111,physics
1112,physics
1113,math
1114,math
1115,cs
1116,cs
1117,math
1118,stat
1119,math
1120,math
1121,cs
1122,math
1123,physics
1124,cs
1125,physics
1126,math
1127,cs
1128,math
1129,physics
1130,math
1131,math
1132,stat
1133,math
1134,stat
1135,stat
1136,cs
1137,stat
1138,math
1139,math
1140,math
1141,cs
1142,cs
1143,math
1144,cs
1145,math
1146,cs
1147,stat
1148,math
1149,cs
1150,math
1151,cs
1152,cs
1153,physics
1154,physics
1155,physics
1156,math
1157,math
1158,physics
1159,physics
1160,cs
1161,cs
1162,cs
1163,cs
1164,cs
1165,cs
1166,physics
1167,math
1168,physics
1169,cs
1170,cs
1171,physics
1172,math
1173,math
1174,math
1175,stat
1176,stat
1177,math
1178,math
1179,physics
1180,cs
1181,physics
1182,cs
1183,math
1184,cs
1185,physics
1186,math
1187,stat
1188,cs
1189,physics
1190,physics
1191,cs
1192,cs
1193,stat
1194,cs
1195,math
1196,cs
1197,cs
1198,cs
1199,math
1200,math
1201,stat
1202,math
1203,math
1204,math
1205,stat
1206,math
1207,math
1208,cs
1209,physics
1210,stat
1211,math
1212,math
1213,math
1214,cs
1215,physics
1216,stat
1217,stat
1218,math
1219,math
1220,cs
1221,physics
1222,cs
1223,math
1224,physics
1225,cs
1226,math
1227,cs
1228,physics
1229,physics
1230,physics
1231,cs
1232,math
1233,physics
1234,math
1235,physics
1236,math
1237,math
1238,stat
1239,cs
1240,cs
1241,physics
1242,stat
1243,physics
1244,stat
1245,physics
1246,cs
1247,physics
1248,cs
1249,math
1250,stat
1251,stat
1252,math
1253,stat
1254,stat
1255,cs
1256,math
1257,cs
1258,math
1259,physics
1260,cs
1261,cs
1262,math
1263,math
1264,physics
1265,stat
1266,physics
1267,math
1268,stat
1269,cs
1270,math
1271,math
1272,cs
1273,stat
1274,math
1275,cs
1276,cs
1277,cs
1278,math
1279,cs
1280,math
1281,cs
1282,stat
1283,stat
1284,math
1285,cs
1286,stat
1287,cs
1288,physics
1289,cs
1290,physics
1291,math
1292,stat
1293,math
1294,physics
1295,physics
1296,math
1297,stat
1298,physics
1299,math
1300,physics
1301,math
1302,physics
1303,math
1304,cs
1305,cs
1306,cs
1307,math
1308,math
1309,stat
1310,physics
1311,cs
1312,stat
1313,cs
1314,math
1315,math
1316,cs
1317,math
1318,cs
1319,stat
1320,cs
1321,physics
1322,physics
1323,cs
1324,math
1325,cs
1326,physics
1327,physics
1328,stat
1329,math
1330,math
1331,stat
1332,stat
1333,cs
1334,math
1335,math
1336,math
1337,stat
1338,math
1339,stat
1340,stat
1341,cs
1342,stat
1343,math
1344,physics
1345,stat
1346,physics
1347,physics
1348,physics
1349,math
1350,stat
1351,math
1352,stat
1353,math
1354,stat
1355,stat
1356,cs
1357,math
1358,cs
1359,physics
1360,physics
1361,physics
1362,physics
1363,physics
1364,math
1365,math
1366,cs
1367,cs
1368,cs
1369,cs
1370,math
1371,physics
1372,physics
1373,cs
1374,math
1375,cs
1376,cs
1377,physics
1378,math
1379,cs
1380,cs
1381,math
1382,cs
1383,cs
1384,physics
1385,cs
1386,physics
1387,stat
1388,math
1389,physics
1390,math
1391,physics
1392,stat
1393,stat
1394,math
1395,stat
1396,cs
1397,physics
1398,cs
1399,physics
1400,stat
1401,cs
1402,stat
1403,physics
1404,stat
1405,physics
1406,cs
1407,math
1408,physics
1409,cs
1410,cs
1411,stat
1412,physics
1413,stat
1414,cs
1415,math
1416,physics
1417,math
1418,cs
1419,math
1420,physics
1421,cs
1422,cs
1423,math
1424,cs
1425,cs
1426,cs
1427,cs
1428,cs
1429,stat
1430,cs
1431,math
1432,math
1433,math
1434,physics
1435,math
1436,math
1437,stat
1438,physics
1439,cs
1440,cs
1441,cs
1442,cs
1443,math
1444,physics
1445,physics
1446,physics
1447,cs
1448,math
1449,math
1450,stat
1451,cs
1452,physics
1453,physics
1454,math
1455,stat
1456,math
1457,cs
1458,math
1459,cs
1460,math
1461,stat
1462,stat
1463,math
1464,cs
1465,cs
1466,physics
1467,math
1468,stat
1469,stat
1470,physics
1471,physics
1472,physics
1473,physics
1474,cs
1475,physics
1476,stat
1477,cs
1478,stat
1479,math
1480,math
1481,cs
1482,math
1483,cs
1484,math
1485,cs
1486,cs
1487,physics
1488,stat
1489,cs
1490,cs
1491,cs
1492,cs
1493,physics
1494,physics
1495,physics
1496,physics
1497,math
1498,math
1499,cs
1500,cs
1501,cs
1502,math
1503,physics
1504,cs
1505,cs
1506,cs
1507,cs
1508,math
1509,math
1510,stat
1511,stat
1512,cs
1513,stat
1514,math
1515,cs
1516,math
1517,cs
1518,cs
1519,stat
1520,cs
1521,cs
1522,stat
1523,math
1524,math
1525,physics
1526,cs
1527,math
1528,stat
1529,cs
1530,cs
1531,math
1532,cs
1533,stat
1534,physics
1535,math
1536,cs
1537,cs
1538,physics
1539,stat
1540,math
1541,stat
1542,stat
1543,cs
1544,cs
1545,cs
1546,cs
1547,stat
1548,math
1549,stat
1550,math
1551,cs
1552,cs
1553,cs
1554,math
1555,math
1556,stat
1557,physics
1558,math
1559,cs
1560,math
1561,cs
1562,cs
1563,math
1564,physics
1565,cs
1566,cs
1567,math
1568,stat
1569,cs
1570,math
1571,physics
1572,cs
1573,stat
1574,math
1575,math
1576,math
1577,physics
1578,physics
1579,physics
1580,cs
1581,cs
1582,physics
1583,cs
1584,math
1585,math
1586,physics
1587,cs
1588,physics
1589,physics
1590,cs
1591,physics
1592,physics
1593,cs
1594,cs
1595,physics
1596,math
1597,math
1598,math
1599,stat
1600,cs
1601,math
1602,cs
1603,math
1604,cs
1605,cs
1606,physics
1607,stat
1608,math
1609,stat
1610,physics
1611,physics
1612,math
1613,physics
1614,physics
1615,stat
1616,math
1617,cs
1618,cs
1619,stat
1620,physics
1621,physics
1622,cs
1623,physics
1624,cs
1625,cs
1626,stat
1627,physics
1628,stat
1629,cs
1630,math
1631,cs
1632,cs
1633,cs
1634,math
1635,cs
1636,physics
1637,cs
1638,cs
1639,cs
1640,math
1641,math
1642,math
1643,physics
1644,stat
1645,math
1646,math
1647,math
1648,cs
1649,physics
1650,stat
1651,physics
1652,cs
1653,physics
1654,cs
1655,stat
1656,physics
1657,cs
1658,cs
1659,math
1660,physics
1661,math
1662,stat
1663,math
1664,cs
1665,math
1666,math
1667,physics
1668,physics
1669,physics
1670,math
1671,cs
1672,physics
1673,stat
1674,cs
1675,math
1676,math
1677,cs
1678,stat
1679,physics
1680,cs
1681,stat
1682,cs
1683,stat
1684,physics
1685,cs
1686,math
1687,math
1688,physics
1689,math
1690,stat
1691,math
1692,math
1693,math
1694,cs
1695,cs
1696,math
1697,cs
1698,stat
1699,cs
1700,math
1701,stat
1702,math
1703,cs
1704,cs
1705,math
1706,math
1707,physics
1708,math
1709,cs
1710,stat
1711,stat
1712,stat
1713,physics
1714,physics
1715,cs
1716,cs
1717,physics
1718,stat
1719,stat
1720,cs
1721,cs
1722,cs
1723,math
1724,math
1725,math
1726,cs
1727,math
1728,cs
1729,math
1730,cs
1731,cs
1732,math
1733,stat
1734,math
1735,stat
1736,physics
1737,cs
1738,stat
1739,math
1740,physics
1741,cs
1742,cs
1743,stat
1744,physics
1745,physics
1746,math
1747,math
1748,cs
1749,physics
1750,math
1751,cs
1752,math
1753,stat
1754,cs
1755,cs
1756,cs
1757,physics
1758,physics
1759,stat
1760,cs
1761,math
1762,stat
1763,cs
1764,cs
1765,math
1766,cs
1767,math
1768,cs
1769,physics
1770,physics
1771,stat
1772,math
1773,physics
1774,cs
1775,physics
1776,physics
1777,stat
1778,cs
1779,physics
1780,stat
1781,math
1782,math
1783,math
1784,math
1785,math
1786,cs
1787,math
1788,cs
1789,physics
1790,stat
1791,cs
1792,math
1793,cs
1794,physics
1795,physics
1796,physics
1797,math
1798,math
1799,physics
1800,math
1801,cs
1802,math
1803,physics
1804,stat
1805,math
1806,physics
1807,stat
1808,cs
1809,physics
1810,cs
1811,stat
1812,cs
1813,math
1814,cs
1815,stat
1816,cs
1817,math
1818,cs
1819,math
1820,physics
1821,cs
1822,cs
1823,physics
1824,cs
1825,physics
1826,stat
1827,cs
1828,cs
1829,stat
1830,math
1831,physics
1832,physics
1833,physics
1834,math
1835,math
1836,math
1837,cs
1838,cs
1839,math
1840,math
1841,cs
1842,cs
1843,stat
1844,stat
1845,math
1846,cs
1847,cs
1848,cs
1849,math
1850,cs
1851,cs
1852,cs
1853,math
1854,stat
1855,physics
1856,cs
1857,math
1858,cs
1859,cs
1860,physics
1861,stat
1862,cs
1863,stat
1864,cs
1865,cs
1866,stat
1867,cs
1868,math
1869,physics
1870,stat
1871,cs
1872,cs
1873,stat
1874,math
1875,physics
1876,cs
1877,cs
1878,stat
1879,math
1880,math
1881,stat
1882,physics
1883,math
1884,math
1885,math
1886,math
1887,stat
1888,math
1889,cs
1890,stat
1891,physics
1892,stat
1893,math
1894,stat
1895,physics
1896,math
1897,math
1898,stat
1899,math
1900,cs
1901,math
1902,math
1903,math
1904,cs
1905,cs
1906,math
1907,cs
1908,cs
1909,cs
1910,cs
1911,cs
1912,math
1913,physics
1914,physics
1915,math
1916,physics
1917,math
1918,math
1919,stat
1920,math
1921,math
1922,cs
1923,math
1924,math
1925,math
1926,cs
1927,stat
1928,physics
1929,cs
1930,physics
1931,physics
1932,math
1933,cs
1934,stat
1935,cs
1936,physics
1937,physics
1938,math
1939,math
1940,physics
1941,stat
1942,physics
1943,stat
1944,physics
1945,cs
1946,math
1947,cs
1948,cs
1949,math
1950,stat
1951,cs
1952,physics
1953,math
1954,stat
1955,physics
1956,stat
1957,cs
1958,physics
1959,math
1960,cs
1961,stat
1962,stat
1963,math
1964,math
1965,math
1966,math
1967,stat
1968,cs
1969,math
1970,cs
1971,physics
1972,math
1973,cs
1974,math
1975,stat
1976,math
1977,math
1978,physics
1979,math
1980,math
1981,stat
1982,cs
1983,physics
1984,stat
1985,math
1986,cs
1987,stat
1988,cs
1989,physics
1990,cs
1991,cs
1992,physics
1993,math
1994,physics
1995,math
1996,stat
1997,cs
1998,physics
1999,stat
2000,stat
2001,cs
2002,math
2003,stat
2004,math
2005,cs
2006,math
2007,cs
2008,cs
2009,cs
2010,math
2011,cs
2012,stat
2013,cs
2014,physics
2015,math
2016,math
2017,stat
2018,cs
2019,cs
2020,cs
2021,cs
2022,physics
2023,math
2024,stat
2025,math
2026,stat
2027,cs
2028,physics
2029,math
2030,cs
2031,physics
2032,physics
2033,cs
2034,physics
2035,cs
2036,math
2037,cs
2038,cs
2039,stat
2040,cs
2041,cs
2042,math
2043,physics
2044,stat
2045,physics
2046,stat
2047,math
2048,math
2049,cs
2050,math
2051,math
2052,physics
2053,math
2054,cs
2055,cs
2056,math
2057,stat
2058,stat
2059,stat
2060,physics
2061,cs
2062,stat
2063,math
2064,math
2065,physics
2066,math
2067,cs
2068,cs
2069,physics
2070,cs
2071,stat
2072,physics
2073,physics
2074,cs
2075,cs
2076,stat
2077,stat
2078,cs
2079,math
2080,stat
2081,cs
2082,physics
2083,cs
2084,cs
2085,cs
2086,stat
2087,cs
2088,cs
2089,cs
2090,math
2091,physics
2092,cs
2093,stat
2094,math
2095,physics
2096,stat
2097,stat
2098,cs
2099,math
2100,physics
2101,cs
2102,math
2103,math
2104,cs
2105,math
2106,physics
2107,physics
2108,physics
2109,cs
2110,physics
2111,math
2112,cs
2113,cs
2114,stat
2115,stat
2116,cs
2117,cs
2118,stat
2119,math
2120,math
2121,stat
2122,stat
2123,physics
2124,physics
2125,stat
2126,stat
2127,cs
2128,physics
2129,stat
2130,stat
2131,cs
2132,cs
2133,math
2134,physics
2135,cs
2136,physics
2137,cs
2138,physics
2139,cs
2140,physics
2141,math
2142,physics
2143,math
2144,cs
2145,cs
2146,physics
2147,physics
2148,math
2149,math
2150,math
2151,cs
2152,cs
2153,cs
2154,physics
2155,math
2156,cs
2157,cs
2158,stat
2159,math
2160,math
2161,cs
2162,stat
2163,stat
2164,stat
2165,math
2166,stat
2167,cs
2168,math
2169,math
2170,math
2171,math
2172,physics
2173,cs
2174,cs
2175,stat
2176,stat
2177,math
2178,math
2179,physics
2180,stat
2181,math
2182,cs
2183,physics
2184,math
2185,cs
2186,math
2187,stat
2188,math
2189,cs
2190,stat
2191,physics
2192,stat
2193,stat
2194,cs
2195,cs
2196,physics
2197,cs
2198,math
2199,stat
2200,cs
2201,math
2202,cs
2203,cs
2204,cs
2205,cs
2206,physics
2207,math
2208,cs
2209,cs
2210,cs
2211,math
2212,cs
2213,cs
2214,cs
2215,math
2216,physics
2217,cs
2218,cs
2219,math
2220,math
2221,cs
2222,math
2223,math
2224,stat
2225,cs
2226,math
2227,cs
2228,stat
2229,cs
2230,physics
2231,cs
2232,cs
2233,stat
2234,physics
2235,cs
2236,cs
2237,math
2238,cs
2239,cs
2240,stat
2241,math
2242,cs
2243,math
2244,cs
2245,physics
2246,stat
2247,physics
2248,math
2249,stat
2250,cs
2251,cs
2252,stat
2253,physics
2254,cs
2255,math
2256,math
2257,cs
2258,stat
2259,stat
2260,stat
2261,math
2262,math
2263,math
2264,math
2265,math
2266,math
2267,cs
2268,stat
2269,cs
2270,stat
2271,stat
2272,math
2273,math
2274,physics
2275,cs
2276,cs
2277,physics
2278,cs
2279,cs
2280,math
2281,stat
2282,cs
2283,math
2284,math
2285,math
2286,stat
2287,stat
2288,stat
2289,stat
2290,physics
2291,stat
2292,physics
2293,cs
2294,cs
2295,cs
2296,math
2297,math
2298,math
2299,physics
2300,math
2301,cs
2302,math
2303,cs
2304,stat
2305,stat
2306,stat
2307,stat
2308,math
2309,stat
2310,cs
2311,physics
2312,stat
2313,physics
2314,cs
2315,physics
2316,physics
2317,math
2318,physics
2319,physics
2320,math
2321,physics
2322,cs
2323,math
2324,stat
2325,physics
2326,stat
2327,stat
2328,math
2329,math
2330,cs
2331,cs
2332,stat
2333,math
2334,math
2335,cs
2336,math
2337,stat
2338,cs
2339,stat
2340,physics
2341,math
2342,stat
2343,cs
2344,math
2345,cs
2346,cs
2347,math
2348,math
2349,cs
2350,cs
2351,math
2352,cs
2353,math
2354,math
2355,stat
2356,physics
2357,physics
2358,cs
2359,cs
2360,math
2361,cs
2362,cs
2363,cs
2364,physics
2365,math
2366,cs
2367,stat
2368,math
2369,stat
2370,math
2371,physics
2372,cs
2373,physics
2374,cs
2375,stat
2376,cs
2377,physics
2378,stat
2379,math
2380,math
2381,cs
2382,cs
2383,physics
2384,stat
2385,cs
2386,cs
2387,cs
2388,math
2389,cs
2390,math
2391,physics
2392,math
2393,math
2394,cs
2395,physics
2396,math
2397,cs
2398,math
2399,physics
2400,cs
2401,math
2402,math
2403,cs
2404,stat
2405,math
2406,physics
2407,cs
2408,math
2409,math
2410,math
2411,cs
2412,physics
2413,cs
2414,cs
2415,math
2416,cs
2417,cs
2418,stat
2419,stat
2420,cs
2421,math
2422,math
2423,stat
2424,physics
2425,math
2426,math
2427,cs
2428,cs
2429,cs
2430,cs
2431,math
2432,cs
2433,physics
2434,math
2435,physics
2436,math
2437,math
2438,math
2439,stat
2440,cs
2441,stat
2442,stat
2443,cs
2444,math
2445,math
2446,stat
2447,physics
2448,stat
2449,cs
2450,cs
2451,physics
2452,math
2453,physics
2454,physics
2455,cs
2456,math
2457,physics
2458,stat
2459,cs
2460,cs
2461,cs
2462,cs
2463,physics
2464,math
2465,stat
2466,math
2467,stat
2468,cs
2469,math
2470,math
2471,math
2472,math
2473,math
2474,stat
2475,physics
2476,math
2477,cs
2478,physics
2479,math
2480,stat
2481,stat
2482,physics
2483,cs
2484,cs
2485,physics
2486,stat
2487,stat
2488,stat
2489,stat
2490,math
2491,stat
2492,cs
2493,math
2494,stat
2495,stat
2496,stat
2497,math
2498,math
2499,cs
2500,cs
2501,physics
2502,physics
2503,cs
2504,math
2505,stat
2506,cs
2507,stat
2508,cs
2509,physics
2510,math
2511,math
2512,cs
2513,cs
2514,math
2515,cs
2516,math
2517,stat
2518,math
2519,physics
2520,physics
2521,cs
2522,cs
2523,stat
2524,cs
2525,stat
2526,cs
2527,physics
2528,physics
2529,math
2530,cs
2531,math
2532,math
2533,cs
2534,stat
2535,physics
2536,cs
2537,math
2538,math
2539,math
2540,physics
2541,cs
2542,math
2543,cs
2544,cs
2545,cs
2546,stat
2547,math
2548,stat
2549,cs
2550,stat
2551,cs
2552,cs
2553,stat
2554,math
2555,math
2556,cs
2557,cs
2558,math
2559,cs
2560,cs
2561,math
2562,stat
2563,math
2564,physics
2565,cs
2566,physics
2567,math
2568,cs
2569,cs
2570,cs
2571,math
2572,math
2573,math
2574,physics
2575,math
2576,math
2577,cs
2578,cs
2579,math
2580,math
2581,math
2582,cs
2583,math
2584,math
2585,cs
2586,stat
2587,stat
2588,cs
2589,math
2590,stat
2591,physics
2592,math
2593,cs
2594,physics
2595,cs
2596,cs
2597,cs
2598,math
2599,physics
2600,physics
2601,physics
2602,math
2603,math
2604,cs
2605,math
2606,cs
2607,physics
2608,cs
2609,physics
2610,math
2611,physics
2612,math
2613,math
2614,physics
2615,cs
2616,cs
2617,math
2618,math
2619,physics
2620,stat
2621,math
2622,physics
2623,cs
2624,cs
2625,stat
2626,cs
